id,fold,type,label,text1,text2
because-CHRG-110hhrg44900-2.ann-E45,5,Consequence,cause,this subprime meltdown,the devastation to some of our families and communities
because-CHRG-110hhrg44900-1.ann-E11,6,Consequence,obstruct,a market sensitive regulatory authority,some of the problems
because-20020731-nyt.ann-E181,7,Consequence,cause,a provision known as new source review,utilities install modern pollution controls whenever they significantly upgrade older plants
because-1822572.ann-E11,8,Motivation,cause,the state budget is completed early,him step down before June 15
because-CHRG-110hhrg44900-1.ann-E175,9,Consequence,cause,an extraordinary event,the engagement of the Treasury Department
because-20020731-nyt.ann-E74,0,Consequence,cause,old enough,be one of the team's original Hogs
because-20020731-nyt.ann-E123,1,Consequence,cause,"it is one of a kind, it is beautiful and it has a great story",the high price for the coin was reached
because-CHRG-110hhrg44900-2.ann-E43,2,Motivation,cause,what appears to have been weak oversight of our regulatory agencies,"how disappointed I am with all of us, Members of Congress"
because-wsj_1296.ann-E21,3,Consequence,cause,the proposal,settlement
because-CHRG-110hhrg44900-2.ann-E78,4,Motivation,cause,we would think the system would be preserved,we would be much more comfortable letting it happen
because-CHRG-110hhrg44900-1.ann-E144,5,Consequence,cause,we have cabinet and cabinet-level officials,that apply
because-1851335.ann-E12,6,Motivation,cause,he mounts his presidential bid,Mr. Giuliani is mending fences
because-wsj_1103.ann-E4,7,Consequence,cause,some securities mature and the proceeds are reinvested,the problems ought to ease
because-wsj_1700.ann-E8,8,Consequence,cause,These utopians,"the deaths -- by starvation, disease or execution -- of well over one million Cambodians"
because-CHRG-110hhrg44900-1.ann-E170,9,Consequence,cause,Their regulator,clear that they are adequately capitalized
because-wsj_1450.ann-E16,0,Consequence,cause,The costs of crime,destroy a struggling business
because-wsj_1296.ann-E7,1,Motivation,cause,"its energetic effort, led by government-approved general counsel Saul S. Cohen, to settle its legal problems with the states",Securities regulators praise Drexel
because-20020731-nyt.ann-E87,2,Purpose,cause,the school,This one will be auctioned
because-wsj_1630.ann-E3,3,Motivation,cause,the October 1987 stock market crash,"Chase tried to sell its interest, along with the Atlas estate's interest"
because-CHRG-110hhrg44900-1.ann-E181,4,Motivation,cause,your leadership,thank you
because-CHRG-110hhrg44900-2.ann-E54,5,Consequence,cause,some counterparties assume that government regulators obviate private prudence,"Such private prudential regulation can be impaired, indeed even displaced"
because-wsj_1506.ann-E24,6,Purpose,cause,clear up any ambiguities that may have hampered U.S. encouragement of coups against anti-American leaders,"The three men agreed to rewrite the guidelines, without changing the basic assassination ban"
because-wsj_1296.ann-E9,7,Consequence,cause,someone is convicted of a felony,you should (simply) revoke the license
because-wsj_1044.ann-E4,8,Consequence,cause,a bill,abortion funding
because-wsj_1630.ann-E1,9,Motivation,cause,trying unsuccessfully to sell its interest in its lower Manhattan operations building,Chase Manhattan Corp. has exercised its option to purchase the 50-story office tower
because-wsj_1450.ann-E9,0,Consequence,cause,crime,almost 2% of all retail-sales workers suffer injuries
because-CHRG-110hhrg44900-2.ann-E99,1,Consequence,cause,our monetary policy disrupts the markets because we create interest rates below market rates,they're in disarray
because-wsj_0184.ann-E8,2,Consequence,obstruct,The company,unwanted suitors
because-NYTnewswire4.ann-E12,3,Consequence,cause,you look down the road too far,you get your feet cut out from under you
because-wsj_1506.ann-E17,4,Consequence,cause,a White House desire to avoid nasty overseas surprises during the election campaign,the need for guidelines on coups and assassinations
because-wsj_1103.ann-E11,5,Consequence,cause,positions taken last year,the problems in the securities portfolio
because-1852142.ann-E7,6,Consequence,obstruct,too high,"justify more than mild steps to blunt growth in greenhouse gas emissions, which come mainly from using coal and oil, the fossil fuels that underpin modern economies"
because-wsj_1504.ann-E12,7,Motivation,cause,a variety of reasons,Corporate due process appeals to management
because-20020731-nyt.ann-E11,8,Motivation,cause,"maintaining a ""personal and official relationship with Chang under circumstances where you knew that he was attempting to ingratiate himself, in part through a pattern of attempts to provide you and those around you with gifts over a period of several years.""",The committee criticized Torricelli
because-1854675.ann-E3,9,Consequence,cause,Hamas controlling Gaza,it was not clear that Mr. Abbas had the power to carry out his decrees
because-wsj_0187.ann-E2,0,Purpose,cause,complete most of the troubled shipyard's backlog of 15 ships,form a new company
because-CHRG-110hhrg44900-1.ann-E153,1,Motivation,cause,one does fail,we must ensure that taxpayers are not left holding the bag
because-1824078.ann-E10,2,Consequence,obstruct,after the mayor testifies today at a joint hearing of the Senate Finance Committee and the Assembly Ways and Means Committee,they could not comment on the governor's budget
because-CHRG-110hhrg44900-2.ann-E19,3,Consequence,cause,the emergency powers or extraordinary powers or change powers,meet this crisis
because-1854573.ann-E11,4,Consequence,obstruct,Congress,such radicalization
because-20020731-nyt.ann-E36,5,Consequence,cause,George Starke,this place more than his home
because-1851291.ann-E22,6,Purpose,cause,safeguard humanity from science-based ethical systems,we must also recover the perennial wisdoms of philosophy and theology
because-wsj_1353.ann-E9,7,Motivation,cause,officials said Bush complained at a private meeting last week that a strict interpretation of a policy requires the U.S. to notify foreign dictators of certain coup plots,The statement
because-wsj_1849.ann-E10,8,Consequence,cause,the firm is not producing profits,the firm's capital stock -- its assets -- means nothing
because-1852282.ann-E8,9,Consequence,cause,we have a motivating idea that is better than their ideas,We will only defeat it
because-CHRG-110hhrg44900-1.ann-E142,0,Consequence,cause,the 5 minutes have expired,no question can be asked
because-wsj_1931.ann-E6,1,Consequence,cause,last week's stock market tailspin and Tuesday's California earthquake,it's hard to gauge where the central bank wants the key federal funds rate
because-1851284.ann-E4,2,Consequence,cause,Mr. Bush,convene a series of meetings beginning this fall of the worlds' 15 biggest emitters of greenhouse gases (the United States is No. 1) to develop a long-term ``global strategy'' for dealing with climate change
because-CHRG-110hhrg44900-1.ann-E63,3,Motivation,cause,this is too important for you to be,"please, both of you can ignore the red lights"
because-1855590.ann-E7,4,Motivation,cause,the security crackdown,who have flocked there from Baghdad
because-wsj_1803.ann-E13,5,Purpose,cause,provide an alternative for highway travelers,the rail system was running a full fleet of 45 trains during the day
because-wsj_1829.ann-E5,6,Motivation,cause,what might have happened to the fragile parts that are at the heart of the microelectronics business,the bulk of Valley companies seemed to be just about shouting hosannas
because-1854626.ann-E12,7,Purpose,cause,experimentation,the cloning of embryos
because-1853339.ann-E14,8,Motivation,cause,she walks with a cane,mock her
because-1854158.ann-E3,9,Motivation,cause,both sides did not know the identity of each other,The American troops were coming toward the Afghan police post
because-wsj_1450.ann-E27,0,Purpose,cause,regulate access to these quasi-public places,Private security guards and moonlighting police can invoke the law of trespass
because-1852197.ann-E25,1,Motivation,cause,"it occurred in May, the same month that they were undertaking the centerpiece of the Baghdad security plan -- a neighborhood clearing operation",The sectarian violence was especially disheartening to some American officers
because-wsj_1849.ann-E19,2,Purpose,cause,watch the avalanche of leveraged buy-outs,swiveling their heads
because-wsj_1628.ann-E15,3,Purpose,cause,retirement,money could be withdrawn tax-free
because-20020731-nyt.ann-E89,4,Consequence,cause,"Your failure to act to prevent the acceptance of or to pay for gifts of earrings from Mr. Chang to individuals (your sister, an employee and a friend) in your home at Christmas on the mistaken belief that such items were of little value or were not gifts to you under the circumstances resulted in a violation of the Senate Gifts Rule (35)","Your failure to act to prevent the acceptance of or to pay for gifts of earrings from Mr. Chang to individuals (your sister, an employee and a friend) in your home at Christmas on the mistaken belief that such items were of little value or were not gifts to you under the circumstances resulted in a violation of your public disclosure obligations under Senate Rule 34"
because-1852710.ann-E11,5,Consequence,cause,"a shortfall of 3,000 soldiers",train the Afghan Army and police forces
because-1852912.ann-E9,6,Motivation,cause,"they followed an attack by insurgents that, he believed, was intended to provoke lethal return fire by marines in a residential area",he never suspected that the killings were improper under the American laws of war
