argid,propid,text,ie
00636,00636_9_4,Electric cars are too expensive to be viable,"[[""Electric cars"", ""to be"", ""viable""], [""Electric cars"", ""are"", ""too expensive to be viable""]]"
00636,00636_9_5,Electric cars often achieve 90% energy conversion efficiency.,"[[""Electric cars"", ""achieve"", ""90% energy conversion efficiency"", ""often""]]"
00636,00636_9_6,Electric vehicles are lighter so require less energy.,[]
00778,00778_1,There should be a tax on fatty foods.,"[[""a tax on fatty foods"", ""should be""]]"
00778,00778_1_1,"A fat-tax won""t solve the problem of over-eating.","[[""A fat-tax won\""t"", ""solve"", ""the problem of over-eating""]]"
00778,00778_1_2,A fat tax is just as appropriate as cigarette and alcohol taxes,"[[""A fat tax"", ""is"", ""just as appropriate as alcohol taxes""], [""A fat tax"", ""is"", ""just as appropriate as cigarette taxes""]]"
00778,00778_1_3,"Obesity is an ""epidemic"" that warrants a fat tax","[[""an \""epidemic"", ""warrants"", ""a fat tax""], [""Obesity"", ""is"", ""an \""epidemic\"" that warrants a fat tax""]]"
00778,00778_1_4,Pandoras Box has been opened.,"[[""Pandoras Box"", ""has been opened""]]"
00778,00778_1_5,A fat tax will not solve the problem of low exercise levels,"[[""A fat tax"", ""will not solve"", ""the problem of low exercise levels""]]"
00778,00778_1_6,"A ""fat tax"" would save lives.","[[""A \""fat tax"", ""would save"", ""lives""]]"
00778,00778_2,There should be a tax on fatty foods.,"[[""a tax on fatty foods"", ""should be""]]"
00778,00778_2_1,"Good restaurants/companies should be willing to adjust to a ""fat tax""","[[""Good restaurants/companies"", ""to adjust"", ""to a \""fat tax""], [""Good restaurants/companies"", ""should be"", ""willing to adjust to a \""fat tax""]]"
00778,00778_2_2,Restaurants and food-producers will suffer from a fat tax.,"[[""food - producers"", ""will suffer"", ""from a fat tax""], [""Restaurants"", ""will suffer"", ""from a fat tax""]]"
00778,00778_4,There should be a tax on fatty foods.,"[[""a tax on fatty foods"", ""should be""]]"
00778,00778_4_1,A fat-tax will bring in tax-revenue for the state,"[[""A fat-tax"", ""will bring"", ""in"", ""tax-revenue for the state""]]"
00778,00778_4_2,Revenue from a fat tax could be used toward health programs.,"[[""Revenue from a fat tax"", ""could be used"", ""toward health programs""]]"
00778,00778_4_3,A fat tax will correct a market failure (fatty foods),"[[""A fat tax"", ""will correct"", ""a market failure""]]"
00778,00778_4_4,Governments have no incentive to impose additional taxes on fatty food.,"[[""Governments"", ""have to impose"", ""additional taxes"", ""on fatty food""], [""Governments"", ""have"", ""no incentive to impose additional taxes on fatty food""]]"
00778,00778_5,There should be a tax on fatty foods.,"[[""a tax on fatty foods"", ""should be""]]"
00778,00778_5_1,Fat tax social engineering distances individuals from consequences.,[]
00778,00778_5_2,"Governments commonly adopt policies to shape behavior, such as a fat tax","[[""Governments"", ""adopt"", ""policies"", ""to shape behavior""]]"
00778,00778_5_3,The social goals of a fat tax (slimness) are not always desirable.,"[[""The social goals of a fat tax"", ""are not"", ""always"", ""desirable""]]"
00778,00778_5_4,A healthy physique is a universal good for individuals in society.,"[[""A healthy physique"", ""is"", ""a universal good for individuals in society""]]"
00778,00778_5_5,The virtue of a free society is the diversity of individual behavior.,"[[""The virtue of a free society"", ""is"", ""the diversity of individual behavior""]]"
00778,00778_5_6,"""Fat tax"" enforces dangerous impression that society demands slimness","[[""Fat tax"", ""enforces"", ""dangerous impression""]]"
00778,00778_6,There should be a tax on fatty foods.,"[[""a tax on fatty foods"", ""should be""]]"
00778,00778_6_1,A fat tax would increase the demand and price of healthy foods.,"[[""A fat tax"", ""would increase"", ""the price of healthy foods""], [""A fat tax"", ""would increase"", ""the demand of healthy foods""]]"
00778,00778_6_2,Fat tax will not increase prices of health foods.,"[[""Fat tax"", ""will not increase"", ""prices of health foods""]]"
01025,01025_10,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_10_2,Banning prostitution is a prerequisite to ending sex trafficking,"[[""Banning prostitution"", ""is"", ""a prerequisite to ending sex trafficking""]]"
01025,01025_10_3,Legalization of prostitution may actually reduce sex trafficking,"[[""Legalization of prostitution"", ""may reduce"", ""sex trafficking""]]"
01025,01025_13,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_13_1,Governments must protect the moral and physical health of citizens from prostitution.,"[[""Governments"", ""must protect"", ""the physical health of citizens from prostitution""], [""Governments"", ""must protect"", ""the moral health of citizens from prostitution""]]"
01025,01025_13_2,It is impossible to ban prostitution,[]
01025,01025_13_3,Merely because some individuals break a law does not mean that the law itself is at fault,[]
01025,01025_14,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_14_1,Legalization of prostitution would disrupt the corruption of pimps.,"[[""Legalization of prostitution"", ""would disrupt"", ""the corruption of pimps""]]"
01025,01025_14_2,Criminalizing the sex industry fosters black market conditions for abuse,"[[""Criminalizing the sex industry"", ""fosters"", ""black market conditions for abuse""]]"
01025,01025_14_3,Prostitutes are vulnerable because they lack labor protections,"[[""they"", ""lack"", ""labor protections""], [""Prostitutes"", ""are"", ""vulnerable"", ""because they lack labor protections""]]"
01025,01025_14_4,Legalization is merely a step in reducing sex industry abuses,"[[""Legalization"", ""is"", ""merely"", ""a step in reducing sex industry abuses""]]"
01025,01025_14_5,Violence against prostitutes is a rampant problems.,"[[""Violence against prostitutes"", ""is"", ""a rampant problems""]]"
01025,01025_14_6,"Legalization does not ensure that prostitutes won""t continue to work with ""pimps"".","[[""prostitutes"", ""won"", ""t continue to work with \""pimps""], [""Legalization"", ""does not ensure"", ""that prostitutes won\""t continue to work with \""pimps""], [""t"", ""to work"", ""with \""pimps""]]"
01025,01025_14_7,Prostitution can relieve the tension that leads to sex crimes.,"[[""the tension"", ""leads"", ""to sex crimes""], [""Prostitution"", ""can relieve"", ""the tension that leads to sex crimes""]]"
01025,01025_15,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_15_1,Prostitution often offers superior money-making opportunities for individuals.,"[[""Prostitution"", ""offers"", ""superior money-making opportunities for individuals"", ""often""]]"
01025,01025_15_2,An economic benefits from legalizing prostitution cannot take precedence over social harms.,"[[""An economic benefits from legalizing prostitution"", ""can not take"", ""precedence"", ""over social harms""]]"
01025,01025_15_3,Legalizing prostitution would increase government revenue.,"[[""Legalizing prostitution"", ""would increase"", ""government revenue""]]"
01025,01025_16,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_16_1,"Legalization won""t reduce rape, as prostitution is itself a form of rape","[[""Legalization"", ""won"", ""t reduce rape"", ""as prostitution is itself a form of rape""]]"
01025,01025_16_2,The legalization of prostitution will decrease instances of rape,"[[""The legalization of prostitution"", ""will decrease"", ""instances of rape""]]"
01025,01025_16_3,Legalized prostitution sanctions a dangerous environment for women,[]
01025,01025_16_4,Legal prostitution increases rates of rape,"[[""Legal prostitution"", ""increases"", ""rates of rape""]]"
01025,01025_1,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_1_1,"Prostitution simply combines sex and free markets, both legal","[[""Prostitution"", ""combines"", ""free markets , both legal""], [""Prostitution"", ""combines"", ""sex markets""]]"
01025,01025_1_10,Prostitutes do not have a genuine choice,"[[""Prostitutes"", ""do not have"", ""a genuine choice""]]"
01025,01025_1_2,"Individuals must cede some rights for safety, including right to prostitute.","[[""Individuals"", ""must cede"", ""some rights for safety, including right to prostitute""]]"
01025,01025_1_3,Justness of free markets and sex do not justify prostitution.,"[[""Justness of sex"", ""do not justify"", ""prostitution""], [""Justness of free markets"", ""do not justify"", ""prostitution""]]"
01025,01025_1_4,"Individuals should be able to charge for sex, as it can be freely dispensed","[[""it"", ""can be freely dispensed""], [""Individuals"", ""to charge"", ""for sex""], [""Individuals"", ""should be"", ""able to charge for sex"", ""as it can be freely dispensed""]]"
01025,01025_1_5,Prostitutions destructiveness outweighs upholding freedoms.,"[[""outweighs"", ""upholding"", ""freedoms""]]"
01025,01025_1_6,"Question of choice, in prostitution, is different for each person.","[[""Question of choice"", ""is"", ""different for each person"", ""in prostitution""]]"
01025,01025_1_7,Prostitution driven by a non-voluntary patriarchal culture.,"[[""Prostitution"", ""driven"", ""by a non-voluntary patriarchal culture""]]"
01025,01025_1_8,Governments should not set moral standards on prostitution,"[[""Governments"", ""should not set"", ""moral standards on prostitution""]]"
01025,01025_1_9,Prostitutes freely choose their profession,"[[""Prostitutes"", ""freely choose"", ""their profession""]]"
01025,01025_2,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_2_1,Prostitutes have performed a valid social function for thousands of years.,"[[""Prostitutes"", ""have performed"", ""a valid social function"", ""for thousands of years""]]"
01025,01025_2_2,Prostitution fulfills free-market political philosophies.,"[[""Prostitution"", ""fulfills"", ""free-market political philosophies""]]"
01025,01025_2_3,Prostitution harms the fabric of society.,"[[""Prostitution"", ""harms"", ""the fabric of society""]]"
01025,01025_2_4,Legal prostitution fosters a culture of woman-hating and rape,"[[""Legal prostitution"", ""fosters"", ""a culture of rape""], [""Legal prostitution"", ""fosters"", ""a culture of woman - hating""]]"
01025,01025_2_5,"Legalizing prostitution helps clean-up ""red light districts"".","[[""Legalizing prostitution"", ""helps"", ""clean-up \""red light districts""]]"
01025,01025_2_6,Prostitution is an inappropriate solution to poverty,"[[""Prostitution"", ""is"", ""an inappropriate solution to poverty""]]"
01025,01025_2_7,Prostitutes will continue to work on the street even after legalization,"[[""Prostitutes"", ""to work"", ""on the street""], [""Prostitutes"", ""will continue"", ""even after legalization""]]"
01025,01025_3,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
01025,01025_3_1,Many libertarian feminists consider that prostitution reflects the independence and dominance of modern women.,"[[""that prostitution"", ""reflects"", ""the dominance of modern women""], [""Many libertarian feminists"", ""consider"", ""that prostitution reflects the dominance of modern women""], [""prostitution"", ""reflects"", ""the independence""], [""Many libertarian feminists"", ""consider"", ""that prostitution reflects the independence""]]"
01025,01025_3_2,The overwhelming trend of feminism is against prostitution.,"[[""The overwhelming trend of feminism"", ""is"", ""against prostitution""]]"
01025,01025_4,Prostitution should be legal.,"[[""Prostitution"", ""should be"", ""legal""]]"
