pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
00354_2#00354_2_2,00354,00354_2,00354_2_2,Socialism is a superior form of government.,Socialism punishes effort and subsidizes laziness.,-1,0.22723864388918164,0.7417204801535116
00354_2#00354_2_3,00354,00354_2,00354_2_3,Socialism is a superior form of government.,Socialism wrongly labels wanting and ambition as wrong.,-1,0.9770354560871983,0.0023390595067926527
00418_5#00418_5_1,00418,00418_5,00418_5_1,The Nobel Peace Prize is in the right hands of Barack Obama.,Barack Obama has not accomplished enough to warrant peace prize.,-1,0.7305802313022577,0.1298252236812033
00418_5#00418_5_2,00418,00418_5,00418_5_2,The Nobel Peace Prize is in the right hands of Barack Obama.,Obama won Peace Prize only because hes not Bush.,-1,0.7714191564968796,0.4000341338817956
00418_5#00418_5_3,00418,00418_5,00418_5_3,The Nobel Peace Prize is in the right hands of Barack Obama.,No person did more for peace in 2008 than Barack Obama.,1,0.17834751837973817,0.3195461779336987
00418_5#00418_5_4,00418,00418_5,00418_5_4,The Nobel Peace Prize is in the right hands of Barack Obama.,Barack Obamas strong rhetoric does not deserve peace prize.,-1,0.7651605970462882,0.020803651500612523
00418_5#00418_5_5,00418,00418_5,00418_5_5,The Nobel Peace Prize is in the right hands of Barack Obama.,Obamas re-engagement on issues of global peace justify Peace Prize.,1,0.00858782079116733,0.752604986459069
00418_5#00418_5_6,00418,00418_5,00418_5_6,The Nobel Peace Prize is in the right hands of Barack Obama.,"Nobel prize is given for year-long, not lifetime, achievements.",1,0.003896339318912832,0.15943494613940998
00418_5#00418_5_7,00418,00418_5,00418_5_7,The Nobel Peace Prize is in the right hands of Barack Obama.,"Obama only campaigned in 2008, year for which he received Peace Prize.",-1,0.3390174315758888,0.3898489662086941
00439_3#00439_3_1,00439,00439_3,00439_3_1,The Three Gorges Dam is a good idea.,The Three Gorges Dam was dangerously constructed on a fault line,-1,0.9548736501723881,0.0035217370288244893
00439_3#00439_3_2,00439,00439_3,00439_3_2,The Three Gorges Dam is a good idea.,The TGD helps to alleviate drought.,1,0.002804831199489226,0.019642893677779962
00439_3#00439_3_3,00439,00439_3,00439_3_3,The Three Gorges Dam is a good idea.,The TGD has displaced too many Chinese,-1,0.023996346857518083,4.79834904897291e-05
00439_3#00439_3_4,00439,00439_3,00439_3_4,The Three Gorges Dam is a good idea.,Three Gorges Dam gives China added respect in the world.,1,0.0023879017738408217,0.9419911401648655
00439_3#00439_3_5,00439,00439_3,00439_3_5,The Three Gorges Dam is a good idea.,The Chinese people are very proud and supportive of the Three Gorges Dam.,1,0.0007852020690417181,0.9237658412354424
00439_3#00439_3_6,00439,00439_3,00439_3_6,The Three Gorges Dam is a good idea.,Argument: The Three Gorges Dam has destroyed Chinese cultural artifacts,-1,0.9250846318082606,0.031314923030478434
00439_3#00439_3_7,00439,00439_3,00439_3_7,The Three Gorges Dam is a good idea.,The Three Gorges Dam is a cause of corruption.,-1,0.9133279673656807,0.0010822124876570098
00439_3#00439_3_8,00439,00439_3,00439_3_8,The Three Gorges Dam is a good idea.,The TGD helps limit the risk of floods in the region.,1,0.0731418552887603,0.28640883060438344
00439_3#00439_3_9,00439,00439_3,00439_3_9,The Three Gorges Dam is a good idea.,Closing TGD due to future problems is unlikely given its size,-1,0.02292331229151747,0.00012528976437715426
00496_1#00496_1_1,00496,00496_1,00496_1_1,An international ban on cluster bombs is justified. The US was not wrong to reject it.,International will for ban demonstrates success is possible,1,0.6880362370245373,0.02704978854511217
00505_3#00505_3_2,00505,00505_3,00505_3_2,The United States NSAs warrantless wiretapping program was justified.,F.B.I. agents complain of dead-ends from NSA program intel:,-1,0.4786416652329514,0.003183563784991498
00505_3#00505_3_3,00505,00505_3,00505_3_3,The United States NSAs warrantless wiretapping program was justified.,Other means have uncovered the same evidence revealed by the NSA program:,-1,0.0022430684187829497,0.00402000519501673
00505_3#00505_3_5,00505,00505_3,00505_3_5,The United States NSAs warrantless wiretapping program was justified.,National security intelligence collection generally reveals very few leads for the amount of information process:,1,0.6296550273665876,0.0010499922124427255
00505_3#00505_3_7,00505,00505_3,00505_3_7,The United States NSAs warrantless wiretapping program was justified.,"Gen. Michael V. Hayden, the countrys second-ranking intelligence official and the director of the N.S.A said",1,0.0006996506554398343,0.0032245283177294057
00505_3#00505_3_8,00505,00505_3,00505_3_8,The United States NSAs warrantless wiretapping program was justified.,Evidence that the program has aided in a number of domestic security achievements:,1,0.0013943742598327676,0.2910153243576575
00537_14#00537_14_1,00537,00537_14,00537_14_1,The Second Amendment does confer an individual right to bear arms.,2nd Amendment only protects right to arms in context of militia,-1,0.018764931456307653,0.9384197534167281
00537_14#00537_14_10,00537,00537_14,00537_14_10,The Second Amendment does confer an individual right to bear arms.,The second clause of the 2nd Amendment is broader than the first,1,0.005888055266775805,0.3050669485002114
00537_14#00537_14_11,00537,00537_14,00537_14_11,The Second Amendment does confer an individual right to bear arms.,If the 2nd amendment was to protect an individual right it would have clearly expressed it,-1,0.010068125871562486,0.9342129206102417
00537_14#00537_14_2,00537,00537_14,00537_14_2,The Second Amendment does confer an individual right to bear arms.,The individual right to arms is necessary to a well-regulated militia,1,0.018468452770504396,0.9863588744191284
00537_14#00537_14_3,00537,00537_14,00537_14_3,The Second Amendment does confer an individual right to bear arms.,The constitution confers an individual right to bear arms,1,0.018680441771755606,0.9825517148529184
00537_14#00537_14_4,00537,00537_14,00537_14_4,The Second Amendment does confer an individual right to bear arms.,An individual right to bear arms cannot be absolute,-1,0.972786025507909,0.20020914496803963
00537_14#00537_14_5,00537,00537_14,00537_14_5,The Second Amendment does confer an individual right to bear arms.,Unfettered right to bear arms would be too expansive,-1,0.0724403524090879,0.9816305880751193
00537_14#00537_14_6,00537,00537_14,00537_14_6,The Second Amendment does confer an individual right to bear arms.,2nd Amendment applies only to the collective right of the militia to bear arms,-1,0.037702317447985,0.970448123278578
00537_14#00537_14_7,00537,00537_14,00537_14_7,The Second Amendment does confer an individual right to bear arms.,If 2nd amendment applied only to militias it would be useless today,1,0.9270858260827086,0.19775398848471315
00537_14#00537_14_8,00537,00537_14,00537_14_8,The Second Amendment does confer an individual right to bear arms.,2nd amendment guarantees both militia and individual arms rights,1,0.01247879184966553,0.9531140121185191
00537_14#00537_14_9,00537,00537_14,00537_14_9,The Second Amendment does confer an individual right to bear arms.,The individual right to arms is an important symbol of individual freedom,1,0.018464128502489643,0.9857840529762046
00537_3#00537_3_10,00537,00537_3,00537_3_10,The Second Amendment does confer an individual right to bear arms.,"""A well-regulated militia"" can apply to a state-run as well as an independent militia.",1,0.00338649903753441,0.9596313463059122
00537_3#00537_3_12,00537,00537_3,00537_3_12,The Second Amendment does confer an individual right to bear arms.,Americas modern military makes the militia unnecessary for national security.,-1,0.7893068333781784,0.16579281123829795
00537_3#00537_3_13,00537,00537_3,00537_3_13,The Second Amendment does confer an individual right to bear arms.,The US Constitution recognizes the militia only as an organization of the state,-1,0.018919574942920205,0.5332377075931465
00537_3#00537_3_14,00537,00537_3,00537_3_14,The Second Amendment does confer an individual right to bear arms.,2nd amendment cannot offer a right to form a militia when Congress can disarm it,-1,0.9888946284022988,0.1950320357663917
00537_3#00537_3_15,00537,00537_3,00537_3_15,The Second Amendment does confer an individual right to bear arms.,An individual right to bear arms helps protect against domestic tyranny,1,0.10163556980560888,0.9824618923149637
00537_3#00537_3_16,00537,00537_3,00537_3_16,The Second Amendment does confer an individual right to bear arms.,"If the militia clause is antiquated, than an individual right to arms is all that is left.",1,0.880343462765155,0.9858485719598753
00537_3#00537_3_17,00537,00537_3,00537_3_17,The Second Amendment does confer an individual right to bear arms.,The idea of a militia protecting against domestic tyranny is a myth,-1,0.9661131359768472,0.009190496260494615
00537_3#00537_3_2,00537,00537_3,00537_3_2,The Second Amendment does confer an individual right to bear arms.,"In modern America, the right to bear arms still helps check government power",1,0.32054549451014025,0.9579851133138227
00537_3#00537_3_3,00537,00537_3,00537_3_3,The Second Amendment does confer an individual right to bear arms.,"In order to form a militia, citizens require guns and a right to own them",1,0.12085389344143245,0.9834528574563888
00537_3#00537_3_4,00537,00537_3,00537_3_4,The Second Amendment does confer an individual right to bear arms.,2nd amendment secures equally the right of the militia and the individual to arms.,1,0.011603120625480533,0.9615073694182238
00537_3#00537_3_5,00537,00537_3,00537_3_5,The Second Amendment does confer an individual right to bear arms.,The 2nd amendment protects the ability to form a militia not the ongoing existence of one.,1,0.5584546122226798,0.9896056218874795
00537_3#00537_3_7,00537,00537_3,00537_3_7,The Second Amendment does confer an individual right to bear arms.,No US citizens are in a militia and so none have a right to keep and bear arms,-1,0.9818523694274308,0.7545923830234534
00537_3#00537_3_8,00537,00537_3,00537_3_8,The Second Amendment does confer an individual right to bear arms.,The individual right to form a militia has been eliminated in America,-1,0.9891493044090167,0.0023394098361845207
00570_4#00570_4_1,00570,00570_4,00570_4_1,The superdelegate system in the United States is sound.,"Superdelegates are more ""in touch"" with issues/voters than delegates",1,0.013926416011041278,0.7557315401359405
00570_4#00570_4_10,00570,00570_4,00570_4_10,The superdelegate system in the United States is sound.,Risks of undemocratic primaries are demonstrated by 1968 elections,-1,0.026639047716946217,0.08924545295615188
00570_4#00570_4_11,00570,00570_4,00570_4_11,The superdelegate system in the United States is sound.,Superdelegates are inappropriate following democracy-snubbing Bush era,-1,0.9611213322841677,0.004646691414932851
00570_4#00570_4_12,00570,00570_4,00570_4_12,The superdelegate system in the United States is sound.,"""Undemocratic"" superdelegates are only 20% of total number of delegates.",1,0.9063000098558391,0.01822666876682257
00570_4#00570_4_13,00570,00570_4,00570_4_13,The superdelegate system in the United States is sound.,Superdelegates strike a nerve after 2000 Bush-Gore elections,-1,0.37168255384912297,0.24753314113585637
00570_4#00570_4_14,00570,00570_4,00570_4_14,The superdelegate system in the United States is sound.,How superdelegates should vote with popular will is unclear,1,0.5897824724466212,0.02951746675358009
00570_4#00570_4_15,00570,00570_4,00570_4_15,The superdelegate system in the United States is sound.,Superdelegates provide greater mainstream party representation,1,0.0010069404188993221,0.9094337419862575
00570_4#00570_4_16,00570,00570_4,00570_4_16,The superdelegate system in the United States is sound.,Superdelegates would be meaningless if they had to vote with electorate.,1,0.9582682845936779,0.009514646410658396
00570_4#00570_4_17,00570,00570_4,00570_4_17,The superdelegate system in the United States is sound.,Superdelegates were not elected or appointed to elect presidential nominee,-1,0.31778042511023574,0.007767727538158963
00570_4#00570_4_18,00570,00570_4,00570_4_18,The superdelegate system in the United States is sound.,Superdelegates are wrongly committing before voting is done,-1,0.953400805406537,0.5153490004379431
00570_4#00570_4_19,00570,00570_4,00570_4_19,The superdelegate system in the United States is sound.,Superdelegates have too much power relative to ordinary voters,-1,0.955606299150097,0.004723583097480512
00570_4#00570_4_2,00570,00570_4,00570_4_2,The superdelegate system in the United States is sound.,Superdelegates have the peoples interests at heart,1,0.0026273116157445584,0.8645515310488304
00570_4#00570_4_20,00570,00570_4,00570_4_20,The superdelegate system in the United States is sound.,Superdelegates are representative since most are democratically elected.,1,0.005734904886641664,0.6387798069490428
