pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_any
01270_2#01270_2_2,01270,01270_2,01270_2_2,The United States NSAs warrantless wiretapping program was justified.,"The use of ""all necessary and appropriate force in the AUMF validates the warrantless wiretapping program:",1,0.0
01270_2#01270_2_4,01270,01270_2,01270_2_4,The United States NSAs warrantless wiretapping program was justified.,"FISA has a clear War Time role and thus can""t be overridden by the AUMF:",-1,0.0
01270_2#01270_2_6,01270,01270_2,01270_2_6,The United States NSAs warrantless wiretapping program was justified.,"The ""sense of the Senate"" is that the AUMF does not override FISA:",-1,0.0
01270_2#01270_2_7,01270,01270_2,01270_2_7,The United States NSAs warrantless wiretapping program was justified.,The 2004 Hamdi ruling does not support the case that the AUMF gave the President the right to engage in the NSA wiretapping program:,-1,0.0
01270_2#01270_2_8,01270,01270_2,01270_2_8,The United States NSAs warrantless wiretapping program was justified.,The AUMF gave the President the authority to bi-pass certain FISA restrictions:,1,0.0
01270_3#01270_3_1,01270,01270_3,01270_3_1,The United States NSAs warrantless wiretapping program was justified.,Other means have uncovered the same evidence revealed by the NSA program:,-1,0.0
01270_3#01270_3_2,01270,01270_3,01270_3_2,The United States NSAs warrantless wiretapping program was justified.,Evidence that the program has aided in a number of domestic security achievements:,1,0.0
01270_3#01270_3_4,01270,01270_3,01270_3_4,The United States NSAs warrantless wiretapping program was justified.,"Gen. Michael V. Hayden, the countrys second-ranking intelligence official and the director of the N.S.A said",1,2.1789566392419867e-05
01270_3#01270_3_6,01270,01270_3,01270_3_6,The United States NSAs warrantless wiretapping program was justified.,National security intelligence collection generally reveals very few leads for the amount of information process:,1,0.0
01270_3#01270_3_9,01270,01270_3,01270_3_9,The United States NSAs warrantless wiretapping program was justified.,F.B.I. agents complain of dead-ends from NSA program intel:,-1,0.0
01270_4#01270_4_1,01270,01270_4,01270_4_1,The United States NSAs warrantless wiretapping program was justified.,The program easily meets the Courts reasonableness test for whether a warrant is required.,1,0.03259734727870445
01270_4#01270_4_13,01270,01270_4,01270_4_13,The United States NSAs warrantless wiretapping program was justified.,The NSA programs failure to procure judicial orders violated the fourth (right to privacy) and first amendments (freedom of speech):,-1,0.0
01270_4#01270_4_17,01270,01270_4,01270_4_17,The United States NSAs warrantless wiretapping program was justified.,"The NSA programs abuses of civil liberties extend well beyond the ""special needs"" category of the law:",-1,0.0
01270_4#01270_4_18,01270,01270_4,01270_4_18,The United States NSAs warrantless wiretapping program was justified.,"Judge Taylor misused the precedent of the ""Youngstown Sheet and Tube Case"" (seizure of U.S. steel mills in the face of a union strike) and overlooked many of its and subsequent rulings",1,0.0
01270_4#01270_4_9,01270,01270_4,01270_4_9,The United States NSAs warrantless wiretapping program was justified.,"The Supreme Court has long held that the Fourth Amendment allows warrantless searches where special needs, beyond the normal need for law enforcement"" exist",1,3.425640944091507e-05
01270_5#01270_5_1,01270,01270_5,01270_5_1,The United States NSAs warrantless wiretapping program was justified.,FISA blocked terrorist intelligence findings pre 9/11:,1,7.343718468117073e-07
01270_5#01270_5_3,01270,01270_5,01270_5_3,The United States NSAs warrantless wiretapping program was justified.,"Specter 16 March, 2006 Statement on Introduced Bills:",1,0.0
01270_5#01270_5_4,01270,01270_5,01270_5_4,The United States NSAs warrantless wiretapping program was justified.,FISA was amended within the context of the emerging threat of terrorism:,-1,0.0
01270_5#01270_5_5,01270,01270_5,01270_5_5,The United States NSAs warrantless wiretapping program was justified.,Revealing sources and methods:,1,0.0
01270_5#01270_5_6,01270,01270_5,01270_5_6,The United States NSAs warrantless wiretapping program was justified.,FISA authorizes the Justice Department to obtain warrants from the secret Foreign Intelligence Surveillance Court (FISC) up to 72 hours after the beginning of the eavesdropping.,-1,0.0
01270_6#01270_6_1,01270,01270_6,01270_6_1,The United States NSAs warrantless wiretapping program was justified.,"President Bushs former Assistant Deputy Attorney General for national security issues, David Kris",-1,0.0
01270_6#01270_6_2,01270,01270_6,01270_6_2,The United States NSAs warrantless wiretapping program was justified.,The American Bar Association,-1,0.0
01270_7#01270_7_1,01270,01270_7,01270_7_1,The United States NSAs warrantless wiretapping program was justified.,FISA authorized the president to conduct wartime electronic surveillance without warrants.,1,0.0
01270_7#01270_7_5,01270,01270_7,01270_7_5,The United States NSAs warrantless wiretapping program was justified.,PATRIOT Act Amendments to FISA lowered boundaries to warrantless wiretapping:,1,0.0
01270_7#01270_7_8,01270,01270_7,01270_7_8,The United States NSAs warrantless wiretapping program was justified.,"The breadth of the NSA program was too wide, extending beyond the boundaries of ""just cause"":",-1,0.0
01270_7#01270_7_9,01270,01270_7,01270_7_9,The United States NSAs warrantless wiretapping program was justified.,FISA made room for the 2001 Authorization of the Use of Military Force to authorize warrantless wiretapping:,1,0.0
01270_8#01270_8_1,01270,01270_8,01270_8_1,The United States NSAs warrantless wiretapping program was justified.,Broad presidential powers are limited by the 1978 FISA bill:,-1,0.0
01270_8#01270_8_10,01270,01270_8,01270_8_10,The United States NSAs warrantless wiretapping program was justified.,Congress has Article I Section 8 Constitutional authority over national security:,-1,0.0
01270_8#01270_8_12,01270,01270_8,01270_8_12,The United States NSAs warrantless wiretapping program was justified.,"No court precedent supports President Bushs theory that FISA impedes on the executives ""inherent powers"".",-1,0.0
01270_8#01270_8_13,01270,01270_8,01270_8_13,The United States NSAs warrantless wiretapping program was justified.,FISA is a demonstration of Congressional authority in regulating Presidential powers on surveillance issues,-1,0.0
01270_8#01270_8_14,01270,01270_8,01270_8_14,The United States NSAs warrantless wiretapping program was justified.,"A ""state of war"" is not ""blank check"" for the executive; it includes checks and balances:",-1,0.0
01270_8#01270_8_15,01270,01270_8,01270_8_15,The United States NSAs warrantless wiretapping program was justified.,"Executive power and authority, even in matters of national security, is weakened by disagreement or non-participation with Congress or the Courts:",-1,0.0
01270_8#01270_8_4,01270,01270_8,01270_8_4,The United States NSAs warrantless wiretapping program was justified.,"Congressional involvement and ""checks and balances"" is a national security imperative:",-1,0.0
01270_8#01270_8_6,01270,01270_8,01270_8_6,The United States NSAs warrantless wiretapping program was justified.,"The NSA program is consistent with the Presidents ""inherent powers"":",1,0.0
01270_8#01270_8_8,01270,01270_8,01270_8_8,The United States NSAs warrantless wiretapping program was justified.,The Presidents Article II powers provide an exception to the warrant requirement that is unassailable by Congress:,1,0.0
01270_9#01270_9_2,01270,01270_9,01270_9_2,The United States NSAs warrantless wiretapping program was justified.,The administration argued as early as 2004:,1,0.0
01270_9#01270_9_3,01270,01270_9,01270_9_3,The United States NSAs warrantless wiretapping program was justified.,"Some sources claim,according to Wikipedia, that in order for Title II to be used in defense of the program",-1,0.0
01270_9#01270_9_4,01270,01270_9,01270_9_4,The United States NSAs warrantless wiretapping program was justified.,The NSA program was legal under Title II of the USA PATRIOT Act entitled Enhanced Surveillance Procedures.,1,0.0
01267_1#01267_1_1,01267,01267_1,01267_1_1,Divided government is better than one-party rule.,Voters do not actually choose divided government,-1,0.00010801188847442528
01267_1#01267_1_2,01267,01267_1,01267_1_2,Divided government is better than one-party rule.,Voters preferred on-party rule in 2008 US elections,-1,0.0
01267_1#01267_1_3,01267,01267_1,01267_1_3,Divided government is better than one-party rule.,Voters prefer divided government over one-party rule,1,5.679584589214478e-08
01267_2#01267_2_1,01267,01267_2,01267_2_1,Divided government is better than one-party rule.,Political corruption exists in divided government too,-1,0.0
01267_2#01267_2_2,01267,01267_2,01267_2_2,Divided government is better than one-party rule.,One-party rule leads to corruption,1,6.316192527903361e-05
01267_3#01267_3_1,01267,01267_3,01267_3_1,Divided government is better than one-party rule.,One-party rule requires unlikely Senate super-majority,-1,0.000399453498612587
01267_3#01267_3_2,01267,01267_3,01267_3_2,Divided government is better than one-party rule.,Presidents can effectively control members of their own Party,-1,0.0003349761797416945
01267_3#01267_3_3,01267,01267_3,01267_3_3,Divided government is better than one-party rule.,Divided government offers better opportunities for dissent,1,0.00011318171317791227
01267_3#01267_3_4,01267,01267_3,01267_3_4,Divided government is better than one-party rule.,Divided government avoids reactionary power swings,1,0.00041286161709611134
01267_3#01267_3_5,01267,01267_3,01267_3_5,Divided government is better than one-party rule.,The Supreme Court still checks one-party rule,-1,0.0
01267_3#01267_3_6,01267,01267_3,01267_3_6,Divided government is better than one-party rule.,Divided government places a necessary check on ambition,1,0.0
01267_3#01267_3_7,01267,01267_3,01267_3_7,Divided government is better than one-party rule.,Compromise is still necessary under one-party rule,-1,0.0
01267_3#01267_3_8,01267,01267_3,01267_3_8,Divided government is better than one-party rule.,Executive foreign policy is hardly constrained in a divided government,-1,0.003399656318037878
01267_3#01267_3_9,01267,01267_3,01267_3_9,Divided government is better than one-party rule.,Minority Party always argues for divided government,-1,0.0
01267_4#01267_4_1,01267,01267_4,01267_4_1,Divided government is better than one-party rule.,Pursuing divided government is premised on fear of politics,-1,0.0
01267_4#01267_4_10,01267,01267_4,01267_4_10,Divided government is better than one-party rule.,The most successful US presidencies enjoyed one-party rule,-1,3.168129553235781e-05
01267_4#01267_4_11,01267,01267_4,01267_4_11,Divided government is better than one-party rule.,Divided government is a bad idea when parties are polarized.,-1,0.6136650613491824
01267_4#01267_4_12,01267,01267_4,01267_4_12,Divided government is better than one-party rule.,"Divided government lifts up better, more centrist ideas",1,0.0
01267_4#01267_4_13,01267,01267_4,01267_4_13,Divided government is better than one-party rule.,One-party rule increases govt intrusions on civil liberties,1,1.854796377264357e-06
01267_4#01267_4_14,01267,01267_4,01267_4_14,Divided government is better than one-party rule.,One-party rule under Bush administration was a failure.,1,0.025765994253133546
01267_4#01267_4_2,01267,01267_4,01267_4_2,Divided government is better than one-party rule.,Divided government helps produce more lasting reforms,1,0.008565495521748746
01267_4#01267_4_3,01267,01267_4,01267_4_3,Divided government is better than one-party rule.,One-party rule makes military spending and war more likely,1,0.00017439975659843112
01267_4#01267_4_4,01267,01267_4,01267_4_4,Divided government is better than one-party rule.,Divided government impedes sound governance,-1,0.020543115543024817
01267_4#01267_4_5,01267,01267_4,01267_4_5,Divided government is better than one-party rule.,One-party rule increases government spending and excesses,1,0.0
01267_4#01267_4_6,01267,01267_4,01267_4_6,Divided government is better than one-party rule.,One-party rule helps a government respond to crises,-1,0.0019446711570433085
01267_4#01267_4_7,01267,01267_4,01267_4_7,Divided government is better than one-party rule.,The worst US presidencies involved divided government,-1,8.684656280652505e-06
01267_4#01267_4_8,01267,01267_4,01267_4_8,Divided government is better than one-party rule.,Good one-party rule requires following peoples will,-1,0.0
01267_4#01267_4_9,01267,01267_4,01267_4_9,Divided government is better than one-party rule.,One-party rule is no more productive than divided government,1,0.2585689771694006
01253_2#01253_2_1,01253,01253_2,01253_2_1,Crime cameras are a good idea for cities around the world and in New Orleans.,Cameras can deter anti-social behavior such as littering,1,0.00030152172131616816
01253_2#01253_2_2,01253,01253_2,01253_2_2,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras help deter crime,1,6.404968710842411e-05
01253_2#01253_2_3,01253,01253_2,01253_2_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Surveillance cameras do not deter crime,-1,2.868676706587697e-05
01253_2#01253_2_4,01253,01253_2,01253_2_4,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras cannot deter criminals that do not fear the law,-1,9.437809692595943e-06
01253_3#01253_3_1,01253,01253_3,01253_3_1,Crime cameras are a good idea for cities around the world and in New Orleans.,"Spending on cameras for a ""sense of safety"" is wasteful",-1,0.0014443342492224832
01253_3#01253_3_2,01253,01253_3,01253_3_2,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras help restore a public sense of safety,1,8.882957473362071e-05
01253_3#01253_3_3,01253,01253_3,01253_3_3,Crime cameras are a good idea for cities around the world and in New Orleans.,Crime cameras offer a dangerous false sense of security,-1,0.7429248100163407
01253_4#01253_4_1,01253,01253_4,01253_4_1,Crime cameras are a good idea for cities around the world and in New Orleans.,Even shifting crime with cameras can benefit communities.,1,1.4037035125189039e-05
