pairid,argid,propid_to,propid_from,text_to,text_from,relation,ie_conf_arg0,ie_conf_arg1,ie_conf_arg2,ie_conf_arg2p,ie_conf_any
00431_2#00431_2_3,00431,00431_2,00431_2_3,Women should be allowed to serve in equal combat roles in armed forces.,"Women, some studies have shown, can perform as well as, if not better than men.",1,4.473223943042372e-07,1.368387545229385e-07,6.1590674857545585e-09,6.1590674857545585e-09,4.473223943042372e-07
00431_2#00431_2_4,00431,00431_2,00431_2_4,Women should be allowed to serve in equal combat roles in armed forces.,"Performance targets are already calibrated along youth and age, so why not for gender?",1,0.0,0.0,0.0,0.0,0.0
00431_2#00431_2_5,00431,00431_2,00431_2_5,Women should be allowed to serve in equal combat roles in armed forces.,Many military women are more physically capable of meeting performance targets then men in combat roles.,1,2.343190182331488e-07,3.502625296298548e-07,2.0747923181350851e-07,2.0747923181350851e-07,3.502625296298548e-07
00437_1#00437_1_1,00437,00437_1,00437_1_1,Upper oceanic heat transport should be utilized.,Bringing cool water to the surface would mean introducing warm water to ecosystems adapted for cold water.,-1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_2,00437,00437_1,00437_1_2,Upper oceanic heat transport should be utilized.,This would help improve the health of our oceans.,1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_3,00437,00437_1,00437_1_3,Upper oceanic heat transport should be utilized.,Would causing an algal bloom truly remove CO2 from the atmosphere?,-1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_4,00437,00437_1,00437_1_4,Upper oceanic heat transport should be utilized.,The risk is worth the reward.,1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_5,00437,00437_1,00437_1_5,Upper oceanic heat transport should be utilized.,The CO2 wouldnt stay dissolved in the ocean.,-1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_6,00437,00437_1,00437_1_6,Upper oceanic heat transport should be utilized.,This would lower greenhouse gas concentrations.,1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_7,00437,00437_1,00437_1_7,Upper oceanic heat transport should be utilized.,"If we cant heal the planet directly, we may be able to help the planet heal itself.",1,0.0,0.0,0.0,0.0,0.0
00437_1#00437_1_8,00437,00437_1,00437_1_8,Upper oceanic heat transport should be utilized.,The ecosystems are already at risk and fertilization may irreversible alter them.,-1,0.0,0.0,0.0,0.0,0.0
00459_1#00459_1_1,00459,00459_1,00459_1_1,Cell phones should be allowed in school.,Mobile phones when earthquake is useless.,-1,3.524765314817528e-10,1.1621133248650416e-09,2.4172807866148376e-10,2.4172807866148376e-10,1.1621133248650416e-09
00459_1#00459_1_2,00459,00459_1,00459_1_2,Cell phones should be allowed in school.,Mobile phones are vital in emergency cases.,1,4.937253013258455e-08,7.207267182373226e-05,3.2642761059507987e-05,3.2642761059507987e-05,7.207267182373226e-05
00459_1#00459_1_3,00459,00459_1,00459_1_3,Cell phones should be allowed in school.,Alternatives in emergency situation.,-1,0.0,0.0,0.0,0.0,0.0
00513_2#00513_2_1,00513,00513_2,00513_2_1,Countries should place some limitations on foreign investments.,A cap acts as a disincentive to swift withdrawal of funds.,1,0.0,0.0,0.0,0.0,0.0
00513_2#00513_2_2,00513,00513_2,00513_2_2,Countries should place some limitations on foreign investments.,Any cap may be subject to challenge or reciprocation by other countries.,-1,0.0,0.0,0.0,0.0,0.0
00513_2#00513_2_3,00513,00513_2,00513_2_3,Countries should place some limitations on foreign investments.,A cap would raise the cost of capital and so slow the economy.,-1,0.0,0.0,0.0,0.0,0.0
00516_4#00516_4_1,00516,00516_4,00516_4_1,Terms for legislators should be limited.,Term-limits check special interest influence,1,0.016149963909376324,9.28625099215987e-05,0.003603436532434018,0.003603436532434018,0.016149963909376324
00516_4#00516_4_2,00516,00516_4,00516_4_2,Terms for legislators should be limited.,Lobbyists fight term limits for a reason.,1,0.0,0.0,0.0,0.0,0.0
00516_4#00516_4_3,00516,00516_4,00516_4_3,Terms for legislators should be limited.,Lobbyists equally influence term-limited politicians.,-1,1.8739340363706883e-07,3.706418959788747e-08,2.2401790811870856e-08,2.2401790811870856e-08,1.8739340363706883e-07
00516_4#00516_4_4,00516,00516_4,00516_4_4,Terms for legislators should be limited.,Informed voters curb special interests better than term limits,-1,7.40248984039745e-07,1.2139226066918878e-06,2.70832643996438e-06,2.70832643996438e-06,2.70832643996438e-06
00516_4#00516_4_5,00516,00516_4,00516_4_5,Terms for legislators should be limited.,OK for politicians to listen to interest groups.,-1,6.093731604907321e-07,5.197793648920053e-06,3.9837078222790345e-05,3.9837078222790345e-05,3.9837078222790345e-05
00516_4#00516_4_6,00516,00516_4,00516_4_6,Terms for legislators should be limited.,Term-limits are the only way to change Washington.,1,1.6628157447979842e-05,2.4569050668656186e-06,2.2638284766771984e-06,2.2638284766771984e-06,1.6628157447979842e-05
00517_10#00517_10_1,00517,00517_10,00517_10_1,Assisted suicide should be legalized.,Disabled would have to seek euthanasia in order to receive it,1,0.0,0.0,0.0,0.0,0.0
00517_10#00517_10_2,00517,00517_10,00517_10_2,Assisted suicide should be legalized.,"Denying the disabled the ""right to die"" will cause them painful deaths",1,0.0,0.0,0.0,0.0,0.0
00517_10#00517_10_3,00517,00517_10,00517_10_3,Assisted suicide should be legalized.,"Regulations lower risks of euthanasia causing disabled to be viewed as ""valueless""",1,2.4510515070010517e-08,3.159057269319095e-08,0.0,0.0,3.159057269319095e-08
00517_10#00517_10_4,00517,00517_10,00517_10_4,Assisted suicide should be legalized.,Euthanasia would not deny protections for disabled against murder,1,0.0,0.0,0.0,0.0,0.0
00517_10#00517_10_5,00517,00517_10,00517_10_5,Assisted suicide should be legalized.,Government can adequately regulate euthanasia in cases involving disabled,1,0.0,0.0,0.0,0.0,0.0
00517_10#00517_10_6,00517,00517_10,00517_10_6,Assisted suicide should be legalized.,Evidence suggests that the majority of disabled support euthanasia,1,0.0,0.0,0.0,0.0,0.0
00517_10#00517_10_7,00517,00517_10,00517_10_7,Assisted suicide should be legalized.,History does not suggest euthanasia leads to murder of disabled,1,0.0,0.0,0.0,0.0,0.0
00517_10#00517_10_8,00517,00517_10,00517_10_8,Assisted suicide should be legalized.,Euthanasia threatens vulnerable disabled groups,-1,0.0,0.0,0.0,0.0,0.0
00555_2#00555_2_1,00555,00555_2,00555_2_1,Companies should be allowed to do business with human rights violators.,Providing funds for human rights abusers in unethical.,1,0.0,0.0,0.0,0.0,0.0
00555_2#00555_2_2,00555,00555_2,00555_2_2,Companies should be allowed to do business with human rights violators.,Banning corporations from trading with human rights abusers will decrease human rights abuses.,1,0.0,0.0,0.0,0.0,0.0
00555_2#00555_2_3,00555,00555_2,00555_2_3,Companies should be allowed to do business with human rights violators.,Trade with human rights abusers encourages human rights abuses.,1,0.0,0.0,0.0,0.0,0.0
00588_10#00588_10_1,00588,00588_10,00588_10_1,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Civilian trials avoid using evidence from coercive interrogations.,1,2.6971753907328675e-07,2.435023233816332e-07,7.253924185806015e-09,7.253924185806015e-09,2.6971753907328675e-07
00588_10#00588_10_2,00588,00588_10,00588_10_2,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Nothing mild about civil punishments for terrorists.,1,0.0,0.0,0.0,0.0,0.0
00588_10#00588_10_3,00588,00588_10,00588_10_3,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Terrorists should not be given privileges of civilian courts,-1,2.0572848925976235e-08,4.65357085242674e-06,4.685827567116224e-08,4.685827567116224e-08,4.65357085242674e-06
00588_10#00588_10_4,00588,00588_10,00588_10_4,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Trying terrorist in civilian courts restores US rule of law,1,6.364108312749539e-08,1.6471052362453355e-08,3.848773594132113e-09,3.848773594132113e-09,6.364108312749539e-08
00588_10#00588_10_5,00588,00588_10,00588_10_5,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Terror subjects are due a fair trial in civilian courts.,1,6.88907346215204e-09,1.392050817743387e-07,1.448321702824196e-08,1.448321702824196e-08,1.392050817743387e-07
00588_10#00588_10_6,00588,00588_10,00588_10_6,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Terrorists should not be treated as common criminals.,-1,3.510516227385282e-09,3.7499941650360823e-06,1.628323489126327e-08,1.628323489126327e-08,3.7499941650360823e-06
00588_10#00588_10_7,00588,00588_10,00588_10_7,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Civilian trials show more concern for terrorists than public.,-1,5.056988343879858e-06,4.947594675143527e-08,3.439779579485781e-07,3.439779579485781e-07,5.056988343879858e-06
00588_10#00588_10_8,00588,00588_10,00588_10_8,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",Trials for terrorists should not be held until after conflict,-1,3.758398587560236e-10,2.7938187616047866e-06,2.037107461564174e-09,2.037107461564174e-09,2.7938187616047866e-06
00685_3#00685_3_1,00685,00685_3,00685_3_1,The European Union should have its own standing army.,NATO has shown us that a standing multinational defense force is possible.,1,8.522307740825082e-06,5.336529001800257e-07,1.3387754456928416e-07,1.3387754456928416e-07,8.522307740825082e-06
00685_3#00685_3_2,00685,00685_3,00685_3_2,The European Union should have its own standing army.,A European Defense Force would only approach minor conflicts that are less likely to receive the necessary consensus received by NATO.,-1,8.885213316238062e-09,1.7778708813705347e-08,2.5642304253778942e-08,2.5642304253778942e-08,2.5642304253778942e-08
00685_3#00685_3_3,00685,00685_3,00685_3_3,The European Union should have its own standing army.,Political barriers exist.,-1,0.0,0.0,0.0,0.0,0.0
00685_3#00685_3_4,00685,00685_3,00685_3_4,The European Union should have its own standing army.,It is financially feasible.,1,2.1521477817438517e-08,1.874952754448824e-07,1.6701095911052878e-08,1.6701095911052878e-08,1.874952754448824e-07
00713_4#00713_4_1,00713,00713_4,00713_4_1,"We should have regular ""Earth Hours"" and they should become compulsory.",Having no light is not convenient.,-1,3.901243488316932e-05,7.150315676539463e-05,6.048406929727114e-08,6.048406929727114e-08,7.150315676539463e-05
00713_4#00713_4_2,00713,00713_4,00713_4_2,"We should have regular ""Earth Hours"" and they should become compulsory.",Earth Hour would not be convenient for electricity companies.,-1,1.9814980605717224e-06,0.00010855836673863706,4.263614376034499e-07,4.263614376034499e-07,0.00010855836673863706
00713_4#00713_4_3,00713,00713_4,00713_4_3,"We should have regular ""Earth Hours"" and they should become compulsory.",Modern social trends are shifting towards looking after the environment.,1,1.3367045698595551e-09,3.702410819654371e-09,4.1347933044107294e-09,4.1347933044107294e-09,4.1347933044107294e-09
00713_4#00713_4_4,00713,00713_4,00713_4_4,"We should have regular ""Earth Hours"" and they should become compulsory.","It is only for one hour and most people don""t mind.",1,9.11148871942885e-06,4.075921243608647e-05,0.00029647936586576693,0.00029647936586576693,0.00029647936586576693
00713_4#00713_4_5,00713,00713_4,00713_4_5,"We should have regular ""Earth Hours"" and they should become compulsory.",Most people have a lot of fun with the lights off for just an hour.,1,0.0,0.0,0.0,0.0,0.0
00718_3#00718_3_1,00718,00718_3,00718_3_1,This house believes that the Pentagon building should be deconstructed.,Possibility of a nice national event.,1,0.0,0.0,0.0,0.0,0.0
00718_3#00718_3_2,00718,00718_3,00718_3_2,This house believes that the Pentagon building should be deconstructed.,Workplaces for demolition workers.,1,0.0,0.0,0.0,0.0,0.0
00718_3#00718_3_3,00718,00718_3,00718_3_3,This house believes that the Pentagon building should be deconstructed.,Noisy.,-1,0.0,0.0,0.0,0.0,0.0
00718_3#00718_3_5,00718,00718_3,00718_3_5,This house believes that the Pentagon building should be deconstructed.,Nice firework.,1,0.0,0.0,0.0,0.0,0.0
00718_3#00718_3_6,00718,00718_3,00718_3_6,This house believes that the Pentagon building should be deconstructed.,Fast,1,0.0,0.0,0.0,0.0,0.0
00737_2#00737_2_1,00737,00737_2,00737_2_1,The US should adopt a different method of electing its President.,Protecting vote equality is more important than protecting small state interests,1,2.2250667404496724e-10,2.8808356739329047e-10,1.2279468970229732e-09,1.2279468970229732e-09,1.2279468970229732e-09
00737_2#00737_2_2,00737,00737_2,00737_2_2,The US should adopt a different method of electing its President.,The electoral college helps protect the interests of smaller states in the union,-1,8.617824163384236e-09,1.685211751829303e-10,1.149872489216969e-09,1.149872489216969e-09,8.617824163384236e-09
00737_2#00737_2_3,00737,00737_2,00737_2_3,The US should adopt a different method of electing its President.,Small state interests are protected in the Senate and need no further protection with an electoral college,1,0.0023247738629832127,3.849166563998666e-06,0.015730202979171274,0.015730202979171274,0.015730202979171274
00744_3#00744_3_1,00744,00744_3,00744_3_1,Governments should introduce identity cards and require each citizen to carry one.,Cards will tackle new types of crime like fraud and identity theft:,1,8.533522747720426e-08,1.0635889636321548e-07,1.379858194198859e-06,1.379858194198859e-06,1.379858194198859e-06
00744_3#00744_3_2,00744,00744_3,00744_3_2,Governments should introduce identity cards and require each citizen to carry one.,Identity cards will help reduce crime and illegal immigration:,1,6.000055045131523e-07,1.2273735865335582e-08,3.6592451864679046e-07,3.6592451864679046e-07,6.000055045131523e-07
00744_3#00744_3_3,00744,00744_3,00744_3_3,Governments should introduce identity cards and require each citizen to carry one.,Identity cards will do nothing to cut crime and illegal immigration:,-1,4.961760555731335e-07,2.530861052983109e-08,2.8955445539065114e-05,2.8955445539065114e-05,2.8955445539065114e-05
00744_3#00744_3_4,00744,00744_3,00744_3_4,Governments should introduce identity cards and require each citizen to carry one.,Cards wont stop fraud or identity theft:,-1,1.9796444247872423e-09,1.0174274866230271e-07,4.705409701776842e-08,4.705409701776842e-08,1.0174274866230271e-07
00903_1#00903_1_1,00903,00903_1,00903_1_1,Upper oceanic heat transport should be utilized.,"If we cant heal the planet directly, we may be able to help the planet heal itself.",1,0.0,0.0,0.0,0.0,0.0
00903_1#00903_1_2,00903,00903_1,00903_1_2,Upper oceanic heat transport should be utilized.,Bringing cool water to the surface would mean introducing warm water to ecosystems adapted for cold water.,-1,0.0,0.0,0.0,0.0,0.0
