pairid,argid,propid_to,propid_from,text_to,text_from,relation,sa_conf_npvp,sa_cons_npvp
01239_5#01239_5_2,01239,01239_5,01239_5_2,Electric cars should be a priority in plans to fight global warming.,Modernizing grid will accommodate new renewable electricity.,1,0.00011963739912742879,0.033911353008319274
01239_5#01239_5_3,01239,01239_5,01239_5_3,Electric cars should be a priority in plans to fight global warming.,Electric cars charge at night when electricity demand is low.,1,0.08185627180695897,0.19934964282653678
01239_5#01239_5_4,01239,01239_5,01239_5_4,Electric cars should be a priority in plans to fight global warming.,Electric vehicles would place great strain on electric grids.,-1,0.9827905679571178,0.22337924245758176
01239_5#01239_5_5,01239,01239_5,01239_5_5,Electric cars should be a priority in plans to fight global warming.,Electricity shortages in some regions make electric cars inadvisable.,-1,0.9736177923226219,0.0038900108331780827
01239_6#01239_6_1,01239,01239_6,01239_6_1,Electric cars should be a priority in plans to fight global warming.,Electric cars can slash greenhouse gas emissions.,1,0.17002291488349125,0.9455494319312502
01239_6#01239_6_10,01239,01239_6,01239_6_10,Electric cars should be a priority in plans to fight global warming.,Electric cars will get cleaner with more renewable sources,1,0.0009626219117264574,0.9784838072093993
01239_6#01239_6_12,01239,01239_6,01239_6_12,Electric cars should be a priority in plans to fight global warming.,"Electric cars are uneconomical; can""t impact global warming",-1,0.9698058913754166,0.1675682847785911
01239_6#01239_6_13,01239,01239_6,01239_6_13,Electric cars should be a priority in plans to fight global warming.,Electric cars increase local coal emissions,-1,0.0011724629013057533,0.9696038469866768
01239_6#01239_6_14,01239,01239_6,01239_6_14,Electric cars should be a priority in plans to fight global warming.,Public transportation is a better idea than electric cars.,-1,0.0015904146903023494,0.9794955472963509
01239_6#01239_6_15,01239,01239_6,01239_6_15,Electric cars should be a priority in plans to fight global warming.,Electric cars can be combined with regenerative braking.,1,0.003051581122042744,0.8752167415607368
01239_6#01239_6_2,01239,01239_6,01239_6_2,Electric cars should be a priority in plans to fight global warming.,Electric cars will have a negligible impact on emissions.,-1,0.9193296800495881,0.0343117478635754
01239_6#01239_6_5,01239,01239_6,01239_6_5,Electric cars should be a priority in plans to fight global warming.,"""Clean coal"" can generate cleaner electricity for electric cars.",1,0.007082350416398511,0.9462387838300533
01239_6#01239_6_6,01239,01239_6,01239_6_6,Electric cars should be a priority in plans to fight global warming.,Electric cars use coal-electricity and add to global warming.,-1,0.1864807346148848,0.9082456226981699
01239_6#01239_6_7,01239,01239_6,01239_6_7,Electric cars should be a priority in plans to fight global warming.,Even coal-powered electric cars pollute less than gasoline cars.,1,0.9082804008787793,0.0027130658031537364
01239_7#01239_7_1,01239,01239_7,01239_7_1,Electric cars should be a priority in plans to fight global warming.,Domestic electricity is required for electric cars to replace gasoline.,-1,0.04437402444766051,0.7946190709951024
01239_7#01239_7_2,01239,01239_7,01239_7_2,Electric cars should be a priority in plans to fight global warming.,Electric cars reduce dependencies on foreign oil.,1,0.09750424608322435,0.745472567108481
01239_9#01239_9_1,01239,01239_9,01239_9_1,Electric cars should be a priority in plans to fight global warming.,Electric car batteries are usually very expensive.,-1,0.3771164949510044,0.30193659345384916
01239_9#01239_9_2,01239,01239_9,01239_9_2,Electric cars should be a priority in plans to fight global warming.,Electric vehicles are lighter so require less energy.,1,0.7914837816521686,0.11190136920486991
01239_9#01239_9_3,01239,01239_9,01239_9_3,Electric cars should be a priority in plans to fight global warming.,Electric vehicles are more resilient to price pressures.,1,0.0015240126609450918,0.9726545300660479
01239_9#01239_9_4,01239,01239_9,01239_9_4,Electric cars should be a priority in plans to fight global warming.,Electric cars are too expensive to be viable,-1,0.9770654407595087,0.06000794860806035
01239_9#01239_9_5,01239,01239_9,01239_9_5,Electric cars should be a priority in plans to fight global warming.,Electric cars often achieve 90% energy conversion efficiency.,1,0.0011432176104675404,0.9693571576709231
01239_9#01239_9_6,01239,01239_9,01239_9_6,Electric cars should be a priority in plans to fight global warming.,Electric car maintenance costs have fallen,1,0.9284681821579018,0.0010851310399033844
01198_10#01198_10_1,01198,01198_10,01198_10_1,Laws should be passed to limit gun ownership further.,Hand-gun restrictions would not put extra strain on individual privacy laws.,1,0.4385886137119405,0.37059074613292536
01198_10#01198_10_2,01198,01198_10,01198_10_2,Laws should be passed to limit gun ownership further.,The 2008 Supreme Court Case ofDistrict of Columbia v. Heller,-1,9.588718590387691e-05,9.660541784197746e-05
01198_11#01198_11_1,01198,01198_11,01198_11_1,Laws should be passed to limit gun ownership further.,Effective gun control is infeasible,-1,0.6309780340559447,0.0945328922605642
01198_11#01198_11_3,01198,01198_11,01198_11_3,Laws should be passed to limit gun ownership further.,It is easier to enforce limited gun-controls,1,0.49643631062360344,0.9736899943678344
01198_11#01198_11_4,01198,01198_11,01198_11_4,Laws should be passed to limit gun ownership further.,The failure of the British police to crack-down on arms-trafficking is an example of the enforceability of gun-restriction laws.,-1,0.7890411202075783,0.3403319972233768
01198_12#01198_12_1,01198,01198_12,01198_12_1,Laws should be passed to limit gun ownership further.,The protection of property is not a good justification for yielding a lethal weapon,-1,0.10792678021481932,0.9395429392906396
01198_12#01198_12_2,01198,01198_12,01198_12_2,Laws should be passed to limit gun ownership further.,It can be an alibi to hide the truth!,-1,0.003385565849282153,0.03841009000293343
01198_12#01198_12_3,01198,01198_12,01198_12_3,Laws should be passed to limit gun ownership further.,"A citizen has a ""right"" to guns as a means to self-defense",1,0.5614277006373027,0.3863712682463308
01198_12#01198_12_4,01198,01198_12,01198_12_4,Laws should be passed to limit gun ownership further.,Individuals are responsible to defend themselves as police are not.,1,0.09961490252655576,0.2911805367180289
01198_12#01198_12_5,01198,01198_12,01198_12_5,Laws should be passed to limit gun ownership further.,Threatening the life of another to protect property is wrong.,-1,0.10752310416110883,0.9396905082536082
01198_12#01198_12_6,01198,01198_12,01198_12_6,Laws should be passed to limit gun ownership further.,Gun restrictions and bans disadvantage citizens against armed criminals,1,0.9802704962173663,0.857425338284656
01198_12#01198_12_7,01198,01198_12,01198_12_7,Laws should be passed to limit gun ownership further.,Threatening criminals with guns only works if it is credible.,-1,0.4928552477788273,0.8573365859847226
01198_13#01198_13_1,01198,01198_13,01198_13_1,Laws should be passed to limit gun ownership further.,"When citizens carry concealed weapons, criminals fear the risks of committing crimes and are deterred",1,0.06431356891708187,0.9356344100882822
01198_1#01198_1_2,01198,01198_1,01198_1_2,Laws should be passed to limit gun ownership further.,Guns sports should be protected and justify gun ownership.,1,0.9823315215914896,0.26861287606487066
01198_1#01198_1_3,01198,01198_1,01198_1_3,Laws should be passed to limit gun ownership further.,Gun sports have economic benefits.,1,0.1895639801849992,0.006593078908014273
01198_1#01198_1_4,01198,01198_1,01198_1_4,Laws should be passed to limit gun ownership further.,Gun sports are socially desensitizing and damaging.,-1,0.01246380499461419,0.18965677939320524
01198_2#01198_2_1,01198,01198_2,01198_2_1,Laws should be passed to limit gun ownership further.,Lax gun control laws are economically costly,1,0.2915164151820826,0.5376088193879702
01198_2#01198_2_2,01198,01198_2,01198_2_2,Laws should be passed to limit gun ownership further.,Gun sports have economic benefits,-1,0.18951062504602537,0.006592355780166129
01198_2#01198_2_3,01198,01198_2,01198_2_3,Laws should be passed to limit gun ownership further.,Private gun retailers will lose business.,-1,0.44672127903854747,0.2983264328772173
01198_3#01198_3_1,01198,01198_3,01198_3_1,Laws should be passed to limit gun ownership further.,Increased gun ownership has coincided with decreased accidents.,-1,0.9256218422007138,0.0059244972254314365
01198_4#01198_4_1,01198,01198_4,01198_4_1,Laws should be passed to limit gun ownership further.,Past problems do not condemn wiser gun control in the future.,1,0.7752580043255731,0.48039511468649043
01198_4#01198_4_2,01198,01198_4,01198_4_2,Laws should be passed to limit gun ownership further.,Shooting sports do not a require a fully automatic weapon.,-1,0.008943097545127796,0.07605709980222213
01198_7#01198_7_1,01198,01198_7,01198_7_1,Laws should be passed to limit gun ownership further.,Criminals will find a way to commit crimes and violence with or without guns,1,0.33357834316775653,0.24963838194686375
01198_7#01198_7_10,01198,01198_7,01198_7_10,Laws should be passed to limit gun ownership further.,"Because guns used in murders and crime are not usually legally held or registered, efforts to enhance gun-protection through legal means are futile:",1,0.545496975154107,0.9612820324686189
01198_7#01198_7_11,01198,01198_7,01198_7_11,Laws should be passed to limit gun ownership further.,"""Guns dont kill people  people kill people""",1,0.5110912860020305,0.8890553831840038
01198_7#01198_7_12,01198,01198_7,01198_7_12,Laws should be passed to limit gun ownership further.,Self-defense with a gun is rare,-1,0.4659421680909454,0.7060725384487627
01198_7#01198_7_13,01198,01198_7,01198_7_13,Laws should be passed to limit gun ownership further.,Gun restrictions and bans disadvantage citizens against armed criminals,1,0.9802704962173663,0.857425338284656
01198_7#01198_7_14,01198,01198_7,01198_7_14,Laws should be passed to limit gun ownership further.,Households with guns have a much greater risk of homicide:,-1,0.5408504318118121,0.9408199398566678
01198_7#01198_7_15,01198,01198_7,01198_7_15,Laws should be passed to limit gun ownership further.,Gun control would increase black market demand for guns.,1,0.667544775310621,0.32973883018166156
01198_7#01198_7_16,01198,01198_7,01198_7_16,Laws should be passed to limit gun ownership further.,Legal gun owners sometimes turn their gun on others:,-1,0.4879891542704049,0.9207302930678316
01198_7#01198_7_18,01198,01198_7,01198_7_18,Laws should be passed to limit gun ownership further.,Citizen gun ownership acts as a deterrent against criminals,1,0.5868550404584586,0.8877102368534203
01198_7#01198_7_2,01198,01198_7,01198_7_2,Laws should be passed to limit gun ownership further.,Guns make suicide too easy argument:,-1,0.5417533652522506,0.9423920074580954
01198_7#01198_7_3,01198,01198_7,01198_7_3,Laws should be passed to limit gun ownership further.,Low homicide and crime rates are not a direct cause of low gun ownership,1,0.11723870143706824,0.693544331559062
01198_7#01198_7_4,01198,01198_7,01198_7_4,Laws should be passed to limit gun ownership further.,"Clinton administration study finds gun laws don""t correlate with crime.",1,0.49575218712464797,0.8555165072627093
01198_7#01198_7_5,01198,01198_7,01198_7_5,Laws should be passed to limit gun ownership further.,Registered guns can often be accessed by non-registered individuals,-1,0.0736037854906288,0.04659511012252495
01198_7#01198_7_6,01198,01198_7,01198_7_6,Laws should be passed to limit gun ownership further.,Publics most exposed to crime support greater restrictions on gun ownership,-1,0.8493100571541894,0.9877291541372947
01198_7#01198_7_7,01198,01198_7,01198_7_7,Laws should be passed to limit gun ownership further.,Reducing the prevalence of guns reduces crime,-1,0.43257095314523775,0.8526689850266967
