pairid,argid,propid_to,propid_from,text_to,text_from,relation
01002_6#01002_6_6,01002,01002_6,01002_6_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel strikes were intended to further dispirit Palestinians,-1
01002_6#01002_6_7,01002,01002_6,01002_6_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israel strikes military not civilians targets, unlike Hamas",1
01002_6#01002_6_8,01002,01002_6,01002_6_8,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel killed many times more civilians than Hamas,-1
01002_6#01002_6_9,01002,01002_6,01002_6_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Undiscriminating rockets are only tools for Gazans to oppose Israel,-1
01012_15#01012_15_1,01012,01012_15,01012_15_1,Wikipedia is a reliable and socially beneficial resource.,The quality of Wikipedia articles does not always improve over-time,-1
01012_15#01012_15_2,01012,01012_15,01012_15_2,Wikipedia is a reliable and socially beneficial resource.,Standards are always improving on Wikipedia.,1
01012_15#01012_15_3,01012,01012_15,01012_15_3,Wikipedia is a reliable and socially beneficial resource.,Wikipedia does have strong standards,1
01012_15#01012_15_4,01012,01012_15,01012_15_4,Wikipedia is a reliable and socially beneficial resource.,"Encyclopedia Britannica has higher standards than Wikipedia,",-1
01026_3#01026_3_1,01026,01026_3,01026_3_1,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel indiscriminately targeted Gazan civilians in blockade.,-1
01026_3#01026_3_2,01026,01026_3,01026_3_2,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Blockade was legitimate defense, despite ""occupier responsibility""",1
01026_3#01026_3_3,01026,01026_3,01026_3_3,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas caused blockade/conflict by adopting terrorism,1
01026_3#01026_3_4,01026,01026_3,01026_3_4,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel failed its responsibilities as an occupier of Gaza,-1
01026_3#01026_3_5,01026,01026_3,01026_3_5,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Israel is not an ""occupier"" and responsible for Gazans",1
01026_3#01026_3_6,01026,01026_3,01026_3_6,Israels 2008/2009 military bombing and invasion of Gaza was justified.,"Palestinians, not Israeli blockade, are to blame for failed Gaza economy",1
01026_3#01026_3_7,01026,01026_3,01026_3_7,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Israel caused conflict by terrorizing Gaza with blockade,-1
01026_3#01026_3_8,01026,01026_3,01026_3_8,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Blockade was justly designed to cut off arm imports to Gaza,1
01026_3#01026_3_9,01026,01026_3,01026_3_9,Israels 2008/2009 military bombing and invasion of Gaza was justified.,Hamas could have ended blockade by simply recognizing Israel,1
01220_5#01220_5_1,01220,01220_5,01220_5_1,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Many Afghan citizens and leaders oppose troop surge,-1
01220_5#01220_5_2,01220,01220_5,01220_5_2,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Afghanistan supported troop surge in early 2008,1
01220_5#01220_5_3,01220,01220_5,01220_5_3,"US President Obamas 2009 troop ""surge"" in Afghanistan is a good idea.",Afghans support Obama troop surge,1
01222_2#01222_2_1,01222,01222_2,01222_2_1,Religious beliefs are rational.,God is the only rational explanation of the existence of the Universe.,1
01222_2#01222_2_2,01222,01222_2,01222_2_2,Religious beliefs are rational.,Religion explains origin of universe; science cannot,1
01222_2#01222_2_3,01222,01222_2,01222_2_3,Religious beliefs are rational.,Gods existence does not need to be proven.,1
01222_2#01222_2_4,01222,01222_2,01222_2_4,Religious beliefs are rational.,God is the uncaused first cause.,1
01222_2#01222_2_5,01222,01222_2,01222_2_5,Religious beliefs are rational.,God does not exist.,-1
01222_2#01222_2_6,01222,01222_2,01222_2_6,Religious beliefs are rational.,"It is irrational to say that God doesn""t exist.",1
01222_2#01222_2_7,01222,01222_2,01222_2_7,Religious beliefs are rational.,There is good evidence and arguments for Gods existence.,1
00007_3#00007_3_1,00007,00007_3,00007_3_1,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",President can suspend habeas corpus in war; enemy combatants OK,1
00007_3#00007_3_10,00007,00007_3,00007_3_10,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations do not violate US due process laws,1
00007_3#00007_3_2,00007,00007_3,00007_3_2,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",US President has sole discretion on enhanced interrogations,1
00007_3#00007_3_3,00007,00007_3,00007_3_3,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations constitutional because they are not punishment.,1
00007_3#00007_3_4,00007,00007_3,00007_3_4,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations violate due process laws.,-1
00007_3#00007_3_5,00007,00007_3,00007_3_5,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogations violet cruel and unusual punishment laws.,-1
00007_3#00007_3_6,00007,00007_3,00007_3_6,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",US maintained values/laws amidst worse enemies than terrorists.,-1
00007_3#00007_3_7,00007,00007_3,00007_3_7,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",US Constitution does not apply to enemy combatants,1
00007_3#00007_3_8,00007,00007_3,00007_3_8,"The ""enhanced interrogation techniques"" of the Bush administration were justified.","Enhanced interrogations do not violate ""cruel and unusual laws""",1
00007_3#00007_3_9,00007,00007_3,00007_3_9,"The ""enhanced interrogation techniques"" of the Bush administration were justified.",Enhanced interrogation techniques are unconstitutional,-1
00016_12#00016_12_1,00016,00016_12,00016_12_1,Medical marijuana dispensaries are a good idea.,Medical marijuana is unrelated to crime that surrounds dispensaries.,1
00016_12#00016_12_2,00016,00016_12,00016_12_2,Medical marijuana dispensaries are a good idea.,Crime surrounds many shops; should not stop dispensaries.,1
00016_12#00016_12_3,00016,00016_12,00016_12_3,Medical marijuana dispensaries are a good idea.,Crime outside of dispensaries no different then outside banks,1
00016_12#00016_12_4,00016,00016_12,00016_12_4,Medical marijuana dispensaries are a good idea.,Raids on marijuana dispensaries have collateral damage,1
00016_12#00016_12_5,00016,00016_12,00016_12_5,Medical marijuana dispensaries are a good idea.,Marijuana dispensaries will exist whether legal or not.,1
00016_1#00016_1_1,00016,00016_1,00016_1_1,Medical marijuana dispensaries are a good idea.,Marijuana is a safer alternative to many medications,1
00016_1#00016_1_2,00016,00016_1,00016_1_2,Medical marijuana dispensaries are a good idea.,Marinol is an inadequate alternative to marijuana for some treatments,1
00016_1#00016_1_3,00016,00016_1,00016_1_3,Medical marijuana dispensaries are a good idea.,Marijuana is a good alternative medicine to suit individual needs,1
00016_1#00016_1_4,00016,00016_1,00016_1_4,Medical marijuana dispensaries are a good idea.,Marijuana is homeopathic alternative to pharmaceutical drugs,1
00016_1#00016_1_5,00016,00016_1,00016_1_5,Medical marijuana dispensaries are a good idea.,"There are less dangerous, equally effective alternatives to marijuana",-1
00213_7#00213_7_1,00213,00213_7,00213_7_1,Military tribunals in the US were justified.,"Under the terms of the Geneva Convention, al Qaeda and its members are not covered.",1
00213_7#00213_7_10,00213,00213_7,00213_7_10,Military tribunals in the US were justified.,"DC Court of Appeals upheld the international legality of the tribunals on July 15, 2005:",1
00213_7#00213_7_11,00213,00213_7,00213_7_11,Military tribunals in the US were justified.,Eisentrager Case,1
00213_7#00213_7_13,00213,00213_7,00213_7_13,Military tribunals in the US were justified.,The tribunals violate the International Covenant on Civil and Political Rights.,-1
00213_7#00213_7_14,00213,00213_7,00213_7_14,Military tribunals in the US were justified.,Senator Patrick Leahy (D-VT),-1
00213_7#00213_7_15,00213,00213_7,00213_7_15,Military tribunals in the US were justified.,"Hamdan ""does not fit the Article 4 definition of a prisoner of war",1
00213_7#00213_7_16,00213,00213_7,00213_7_16,Military tribunals in the US were justified.,"""The 1949 Convention does not apply to al Qaeda and its members.",1
00213_7#00213_7_18,00213,00213_7,00213_7_18,Military tribunals in the US were justified.,Senator John Warner (R-VA),1
00213_7#00213_7_19,00213,00213_7,00213_7_19,Military tribunals in the US were justified.,The Geneva Convention is a treaty between nations and as such it does not confer individual rights and remedies.,1
00213_7#00213_7_20,00213,00213_7,00213_7_20,Military tribunals in the US were justified.,"The Supreme Court ruled on June 29th, 2006 that the military tribunals violate the Geneva convention.",-1
00213_7#00213_7_21,00213,00213_7,00213_7_21,Military tribunals in the US were justified.,The Uniform Code of Military Justice of the Geneva Convention,-1
00213_7#00213_7_3,00213,00213_7,00213_7_3,Military tribunals in the US were justified.,"Justice Alito concluded that tribunals did conform with the requirement in Common Article 3 of the Geneva Conventions that any such tribunals be ""a regularly constituted court"" He argued that Common Article 3 was satisfied in Hamdans case because the military commissions:",1
00213_7#00213_7_4,00213,00213_7,00213_7_4,Military tribunals in the US were justified.,"""Rasul v. Bush,",1
00213_7#00213_7_5,00213,00213_7,00213_7_5,Military tribunals in the US were justified.,"NOT A PRISONER Even if the Geneva Convention could be enforced in U.S. courts, it would not be of assistance to Hamdan at the time because, for a conflict such as the war against al-Qaeda that is not between two countries, it guarantees only a certain standard of judicial procedurea ""competent tribunal""without speaking to the jurisdiction in which the prisoner must be tried.",1
00213_7#00213_7_7,00213,00213_7,00213_7_7,Military tribunals in the US were justified.,"The Executive Order establishing the tribunals applies to any member of Al Qaida and to those who harbor terrorists. Yet, such persons are not necessarily violators of the laws of war.",-1
00213_7#00213_7_9,00213,00213_7,00213_7_9,Military tribunals in the US were justified.,"Harold Hongju Koh, a Yale law professor",-1
00221_1#00221_1_1,00221,00221_1,00221_1_1,"The US is a ""christian nation"", as many US public figures say.",The United States very clear separates Church and State.,-1
00221_1#00221_1_3,00221,00221_1,00221_1_3,"The US is a ""christian nation"", as many US public figures say.",Elected leaders are sworn in on the bible..,1
00221_1#00221_1_4,00221,00221_1,00221_1_4,"The US is a ""christian nation"", as many US public figures say.",US politicians are not obligated to use Bible in swearing-in.,-1
00221_1#00221_1_5,00221,00221_1,00221_1_5,"The US is a ""christian nation"", as many US public figures say.",Founding Fathers rooted their philosophies in Christianity,1
00221_1#00221_1_6,00221,00221_1,00221_1_6,"The US is a ""christian nation"", as many US public figures say.",God has overseen the growth of American power.,1
00272_15#00272_15_1,00272,00272_15,00272_15_1,Male circumcision is beneficial and/or ethically sound.,Neonatal circumcision violates the right to bodily integrity,-1
00272_15#00272_15_2,00272,00272_15,00272_15_2,Male circumcision is beneficial and/or ethically sound.,Infant circumcision violates the patients right to informed consent,-1
